Price,Area,Bedrooms,Bathrooms,Location,Builder,Status 
2.42 Cr,1938 ,3 ,3 Bathrooms,Thiruvanmiyur,Olympia Jayanthi Residences,Ready to move
1.25 Cr,1270 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.08 Cr,1150 ,3 ,3 Bathrooms,Thiruvanmiyur,Sowjanya Enclave,Ready to move
1.18 Cr,1075 ,2 ,2 Bathrooms,Thiruvanmiyur,Rock Ocean Spray,Ready to move
2.36 Cr,1689 ,3 ,3 Bathrooms,Thiruvanmiyur,DRA Subramanya,Under Construction
1.45 Cr,1212 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.5 Cr,1650 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.5 Cr,1040 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Under Construction
1.35 Cr,1100 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Under Construction
40 L,570 ,2 ,1 Bathrooms,Thiruvanmiyur,Nahar Garden,Ready to move
1.4 Cr,1600 ,3 ,nan,Thiruvanmiyur,nan,Ready to move
3.99 Cr,3136 ,3 ,3 Bathrooms,Thiruvanmiyur,Styleone The Grand,Ready to move
1.48 Cr,1422 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.15 Cr,905 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.3 Cr,1605 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
95 L,1100 ,3 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
39.99 L,550 ,1 ,1 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.36 Cr,1689 ,3 ,3 Bathrooms,Thiruvanmiyur,DRA Subramanya,Under Construction
1.75 Cr,1450 ,3 ,2 Bathrooms,Thiruvanmiyur,Lancor The Atrium,Ready to move
1.75 Cr,1585 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.9 Cr,1600 ,3 ,3 Bathrooms,Thiruvanmiyur,Ramaniyam Real Estate Lakshmima,Ready to move
1.3 Cr,1015 ,2 ,2 Bathrooms,Thiruvanmiyur,Sree Raja Rajeshwari Vista Heights,Ready to move
2.47 Cr,1689 ,3 ,3 Bathrooms,Thiruvanmiyur,DRA Subramanya,Under Construction
4.74 Cr,2498 ,3 ,4 Bathrooms,Thiruvanmiyur,nan,Under Construction
27 L,1200 ,1 ,1 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.25 Cr,1160 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.39 Cr,1118 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.7 Cr,1820 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.8 Cr,1584 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.46 Cr,1970 ,3 ,nan,Thiruvanmiyur,Olympia Jayanthi Residences,Ready to move
4 Cr,2900 ,4 ,4 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.9 Cr,1552 ,3 ,3 Bathrooms,Thiruvanmiyur,Ramaniyam Samarpann,Ready to move
1.1 Cr,1100 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.1 Cr,1600 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Under Construction
60 L,765 ,2 ,1 Bathrooms,Thiruvanmiyur,VJS Associates Thiruvanmiyur,Ready to move
1.4 Cr,1264 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Under Construction
2.45 Cr,1818 ,3 ,3 Bathrooms,Thiruvanmiyur,Sumanth Sreshta,Ready to move
1.09 Cr,1162 ,3 ,3 Bathrooms,Thiruvanmiyur,Sowjanya Enclave,Ready to move
1.69 Cr,1073 ,2 ,2 Bathrooms,Thiruvanmiyur,Rock Ocean Spray,Ready to move
1.75 Cr,1410 ,3 ,nan,Thiruvanmiyur,nan,Ready to move
35 L,550 ,1 ,1 Bathrooms,Thiruvanmiyur,nan,Ready to move
3.89 Cr,3136 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.82 Cr,1884 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
90 L,1150 ,3 ,2 Bathrooms,Thiruvanmiyur,Luxe Sreshta Aibea Nagar,Ready to move
83.1 L,833 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.25 Cr,1830 ,3 ,3 Bathrooms,Thiruvanmiyur,Ramaniyam Gallery,Ready to move
1.5 Cr,1236 ,2 ,2 Bathrooms,Thiruvanmiyur,Ramaniyam Samarpann,Ready to move
1.36 Cr,1010 ,2 ,2 Bathrooms,Thiruvanmiyur,Sree Raja Rajeshwari Vista Heights,Ready to move
57 L,1300 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.5 Cr,2075 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.33 Cr,1871 ,3 ,nan,Thiruvanmiyur,Olympia Jayanthi Residences,Ready to move
1.45 Cr,1212 ,2 ,2 Bathrooms,Thiruvanmiyur,Ramaniyam Samarpann,Ready to move
85 L,1035 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.1 Cr,905 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.27 Cr,1975 ,3 ,3 Bathrooms,Thiruvanmiyur,Urban Awesome,Ready to move
2 Cr,1625 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Under Construction
2.27 Cr,1975 ,3 ,3 Bathrooms,Thiruvanmiyur,Urban Awesome,Ready to move
56 L,720 ,2 ,2 Bathrooms,Thiruvanmiyur,Sreenivas Thiruvanmiyur Apartment,Ready to move
1.37 Cr,1475 ,3 ,3 Bathrooms,Thiruvanmiyur,VJS Associates Thiruvanmiyur,Ready to move
1.78 Cr,1430 ,3 ,2 Bathrooms,Thiruvanmiyur,Olympia Jayanthi Residences,Ready to move
2.3 Cr,1689 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Under Construction
1.18 Cr,1060 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Under Construction
1.77 Cr,1540 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
83.1 L,833 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.3 Cr,1340 ,3 ,3 Bathrooms,Thiruvanmiyur,Ramaniyam Shivani Block 2 and 3,Ready to move
1.72 Cr,1495 ,3 ,3 Bathrooms,Thiruvanmiyur,Sree Raja Rajeshwari Vista Heights,Ready to move
2.75 Cr,1750 ,3 ,3 Bathrooms,Thiruvanmiyur,Lancor Trafalgar,Ready to move
2.3 Cr,1780 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.78 Cr,1431 ,2 ,nan,Thiruvanmiyur,Olympia Jayanthi Residences,Ready to move
1.91 Cr,1531 ,3 ,2 Bathrooms,Thiruvanmiyur,Olympia Jayanthi Residences,Ready to move
1.39 Cr,1118 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.25 Cr,1667 ,3 ,3 Bathrooms,Thiruvanmiyur,Sumanth Sreshta,Ready to move
2.25 Cr,1700 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.75 Cr,1970 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Under Construction
1.8 Cr,1520 ,3 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
83.1 L,833 ,2 ,2 Bathrooms,Thiruvanmiyur,nan,Ready to move
1.45 Cr,1500 ,3 ,3 Bathrooms,Thiruvanmiyur,Sumanth Shrestha Omkara,Ready to move
1.15 Cr,1008 ,2 ,2 Bathrooms,Thiruvanmiyur,Sree Raja Rajeshwari Vista Heights,Ready to move
2.36 Cr,1689 ,3 ,3 Bathrooms,Thiruvanmiyur,DRA Subramanya,Under Construction
2.3 Cr,1700 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
2.45 Cr,2238 ,4 ,4 Bathrooms,Thiruvanmiyur,Ramaniyam Abhishek Phase I,Ready to move
2.29 Cr,1832 ,3 ,3 Bathrooms,Thiruvanmiyur,Olympia Jayanthi Residences,Ready to move
96.65 L,1074 ,3 ,3 Bathrooms,Thiruvanmiyur,nan,Ready to move
38 L,780 ,2 ,2 Bathrooms,Rathinamangalam,nan,Ready to move
64.56 L,894 ,2 ,2 Bathrooms,Rathinamangalam,nan,Under Construction
49.34 L,999 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
49.6 L,1047 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
50.88 L,1305 ,3 ,nan,Agaramthen,DAC Agaram,Under Construction
72 L,1305 ,3 ,3 Bathrooms,Agaramthen,DAC Agaram,Under Construction
43.07 L,812 ,2 ,2 Bathrooms,Kandigai,nan,Under Construction
32 L,978 ,2 ,2 Bathrooms,Moolacheri,DABC Acacia,Ready to move
38.15 L,950 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
53 L,999 ,2 ,2 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
32 L,603 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
42 L,1500 ,3 ,2 Bathrooms,Kandigai,nan,Ready to move
33.5 L,600 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
46 L,1006 ,2 ,2 Bathrooms,Moolacheri,Rajkham Silver Crest,Ready to move
58 L,1152 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
29.98 L,612 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
67.54 L,1251 ,2 ,2 Bathrooms,Moolacheri,Casa Grand Urbano,Under Construction
43 L,1152 ,2 ,2 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
42 L,1014 ,2 ,2 Bathrooms,Moolacheri,Rajkham Silver Crest,Ready to move
34 L,603 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
34.74 L,891 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
46.33 L,974 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
34 L,603 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
34.74 L,891 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
46.33 L,974 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
68 L,1102 ,2 ,2 Bathrooms,Agaramthen,DAC Agaram,Under Construction
40.54 L,1014 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
53 L,999 ,2 ,2 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
40 L,1200 ,3 ,3 Bathrooms,Kandigai,nan,Ready to move
34 L,600 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
49.35 L,999 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
46.12 L,1006 ,2 ,2 Bathrooms,Moolacheri,Rajkham Silver Crest,Ready to move
56.44 L,1152 ,2 ,2 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
33 L,603 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
82 L,1305 ,3 ,3 Bathrooms,Agaramthen,nan,Under Construction
58 L,1152 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
44.22 L,982 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
48.95 L,999 ,2 ,2 Bathrooms,Moolacheri,Tata New Haven Ribbon Walk Phase 1B Wing 2,Ready to move
54 L,1000 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
34 L,603 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
51 L,1225 ,3 ,2 Bathrooms,Moolacheri,Rajkham Silver Crest,Ready to move
41.17 L,1056 ,3 ,nan,Agaramthen,DAC Agaram,Under Construction
31.43 L,603 ,1 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
29.54 L,603 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
57 L,1700 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
34 L,612 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
72 L,1056 ,3 ,3 Bathrooms,Agaramthen,nan,Under Construction
58 L,1152 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
50.88 L,1305 ,3 ,nan,Agaramthen,DAC Agaram,Under Construction
24 L,612 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
34 L,612 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
23 L,565 ,1 ,1 Bathrooms,Moolacheri,DABC Orchid,Ready to move
34 L,950 ,2 ,2 Bathrooms,Moolacheri,DABC Orchid,Ready to move
45 L,1368 ,3 ,3 Bathrooms,Moolacheri,DABC Euphorbia Phase 3,Ready to move
32 L,612 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
31.43 L,603 ,1 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
34.74 L,891 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
36.26 L,930 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
34 L,612 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
41.17 L,1056 ,3 ,nan,Agaramthen,DAC Agaram,Under Construction
32 L,612 ,1 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
32 L,612 ,1 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
36.26 L,930 ,2 ,nan,Agaramthen,DAC Agaram,Under Construction
27.22 L,534 ,1 ,1 Bathrooms,Tiruvallur,nan,Ready to move
22.25 L,585 ,1 ,1 Bathrooms,Tiruvallur,Arun Excello Tarangini,Under Construction
77.1 L,976 ,2 ,2 Bathrooms,Tiruvallur,nan,Under Construction
26.25 L,3200 ,3 ,1 Bathrooms,Tiruvallur,nan,Ready to move
5.76 L,520 ,2 ,1 Bathrooms,Tiruvallur,nan,Ready to move
54 L,1012 ,2 ,2 Bathrooms,Tiruvallur,nan,Ready to move
82 L,1038 ,2 ,2 Bathrooms,Tiruvallur,nan,Under Construction
30 L,660 ,2 ,2 Bathrooms,Tiruvallur,Arun Excello Tarangini,Under Construction
92.74 L,1174 ,3 ,3 Bathrooms,Tiruvallur,nan,Under Construction
79 L,1531 ,3 ,3 Bathrooms,Tiruvallur,nan,Ready to move
22 L,500 ,1 ,1 Bathrooms,Tiruvallur,nan,Under Construction
22.2 L,500 ,1 ,1 Bathrooms,Tiruvallur,nan,Under Construction
29.3 L,660 ,2 ,2 Bathrooms,Tiruvallur,nan,Under Construction
33.5 L,600 ,1 ,1 Bathrooms,Vandalur,nan,Ready to move
50.82 L,971 ,3 ,2 Bathrooms,Vandalur,nan,Under Construction
46.58 L,837 ,2 ,nan,Vandalur,Bharathi Elements,Under Construction
30.6 L,1118 ,2 ,2 Bathrooms,Vandalur,Vishnu Sai Kiruba Flats,Ready to move
58 L,1380 ,3 ,2 Bathrooms,Vandalur,JBM GST Grand,Ready to move
52.77 L,1378 ,2 ,3 Bathrooms,Vandalur,Ruby Landmark,Ready to move
49 L,1448 ,3 ,3 Bathrooms,Vandalur,Ruby Landmark,Ready to move
42 L,1439 ,3 ,3 Bathrooms,Vandalur,KR K R Sai Nivas,Ready to move
46.96 L,840 ,2 ,nan,Vandalur,Bharathi Elements,Under Construction
46.76 L,832 ,2 ,2 Bathrooms,Vandalur,Bharathi Elements,Under Construction
36 L,820 ,2 ,2 Bathrooms,Vandalur,Ruby Flamingo,Ready to move
29.05 L,546 ,1 ,nan,Vandalur,Bharathi Elements,Under Construction
46.76 L,832 ,2 ,nan,Vandalur,Bharathi Elements,Under Construction
21.39 L,380 ,1 ,nan,Vandalur,Bharathi Elements,Under Construction
55 L,859 ,2 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
46.4 L,1065 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
20.4 L,325 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
39 L,849 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
17.99 L,319 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Ready to move
46.75 L,1065 ,3 ,3 Bathrooms,Thirumazhisai,nan,Under Construction
29 L,600 ,1 ,1 Bathrooms,Thirumazhisai,nan,Ready to move
39.67 L,885 ,3 ,nan,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
15 L,228 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
28 L,730 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
38 L,885 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
17.65 L,261 ,1 ,nan,Thirumazhisai,Vijay Raja VRX 360,Under Construction
27.55 L,730 ,2 ,2 Bathrooms,Thirumazhisai,nan,Ready to move
39.67 L,885 ,3 ,nan,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
36 L,576 ,2 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
23.26 L,633 ,1 ,1 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
31.4 L,885 ,3 ,3 Bathrooms,Thirumazhisai,nan,Under Construction
33 L,561 ,2 ,2 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
34 L,576 ,2 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
32.52 L,885 ,3 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
13.03 L,228 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
30 L,569 ,2 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
39.13 L,1065 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
38 L,885 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Ready to move
15.91 L,306 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Ready to move
40 L,730 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
17.65 L,261 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
34.7 L,561 ,2 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
40.5 L,885 ,3 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
24 L,401 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
39.17 L,849 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Ready to move
39.95 L,885 ,3 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
33.87 L,730 ,2 ,nan,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
37 L,568 ,2 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
23.26 L,633 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
34 L,544 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
30 L,569 ,2 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
33.87 L,730 ,2 ,nan,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
32.45 L,561 ,2 ,nan,Thirumazhisai,Vijay Raja VRX 360,Under Construction
19.98 L,353 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
22.88 L,352 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
33.87 L,730 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
40.2 L,1065 ,3 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
29.82 L,561 ,2 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
32 L,849 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
38 L,885 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
13.55 L,228 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Ready to move
36 L,849 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Ready to move
37.79 L,1065 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
30 L,573 ,2 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
47 L,1065 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
27.55 L,730 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
25.5 L,424 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
35.13 L,1065 ,3 ,3 Bathrooms,Thirumazhisai,nan,Under Construction
39.2 L,849 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
23 L,309 ,1 ,1 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Ready to move
26.82 L,730 ,2 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
21 L,319 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
18 L,353 ,1 ,nan,Thirumazhisai,Vijay Raja VRX 360,Under Construction
38 L,885 ,3 ,nan,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
19.98 L,353 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
38.32 L,849 ,2 ,nan,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
25.48 L,424 ,1 ,nan,Thirumazhisai,Vijay Raja VRX 360,Under Construction
14 L,260 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
41.03 L,1065 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
33.4 L,885 ,3 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
28.83 L,569 ,2 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
33 L,885 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
24.5 L,456 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
31 L,730 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Ready to move
36.76 L,1036 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
37 L,576 ,2 ,2 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
65 L,885 ,3 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
26 L,424 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
30.44 L,633 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
38.32 L,849 ,2 ,nan,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
33.37 L,730 ,2 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
44 L,1065 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Eternity Phase II,Under Construction
27 L,730 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
38 L,885 ,3 ,nan,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
32.52 L,885 ,3 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
32.04 L,849 ,2 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
29.17 L,576 ,2 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
44 L,855 ,2 ,2 Bathrooms,Thirumazhisai,nan,Ready to move
23 L,424 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
22.42 L,632 ,1 ,1 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
22 L,353 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
39 L,849 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
23.89 L,633 ,1 ,1 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
18 L,261 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
30.18 L,638 ,2 ,2 Bathrooms,Thirumazhisai,nan,Under Construction
42.98 L,1036 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Eternity Phase I,Under Construction
37.07 L,885 ,3 ,3 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
29 L,544 ,1 ,nan,Thirumazhisai,Vijay Raja VRX 360,Under Construction
38 L,885 ,3 ,nan,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
23.26 L,633 ,1 ,1 Bathrooms,Thirumazhisai,nan,Under Construction
14.6 L,261 ,1 ,1 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
30.13 L,849 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
35.83 L,849 ,2 ,2 Bathrooms,Thirumazhisai,Urbanrise Code Name New Porur,Under Construction
34.7 L,561 ,2 ,2 Bathrooms,Thirumazhisai,Vijay Raja VRX 360,Under Construction
33.5 L,600 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
43.07 L,812 ,2 ,2 Bathrooms,Kandigai,nan,Under Construction
42 L,1500 ,3 ,2 Bathrooms,Kandigai,nan,Ready to move
34 L,600 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
40 L,1200 ,3 ,3 Bathrooms,Kandigai,nan,Ready to move
54 L,1000 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
57 L,1700 ,2 ,2 Bathrooms,Kandigai,nan,Ready to move
49.34 L,999 ,2 ,nan,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
50.88 L,1305 ,3 ,nan,Agaramthen,DAC Agaram,Under Construction
49.6 L,1047 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
72 L,1305 ,3 ,3 Bathrooms,Agaramthen,DAC Agaram,Under Construction
32 L,978 ,2 ,2 Bathrooms,Moolacheri,DABC Acacia,Ready to move
38.15 L,950 ,2 ,2 Bathrooms,Agaramthen,nan,Under Construction
53 L,999 ,2 ,2 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
32 L,603 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
58 L,1152 ,2 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
64.56 L,894 ,2 ,2 Bathrooms,Rathinamangalam,nan,Under Construction
67.54 L,1251 ,2 ,2 Bathrooms,Moolacheri,Casa Grand Urbano,Under Construction
46 L,1006 ,2 ,2 Bathrooms,Moolacheri,Rajkham Silver Crest,Ready to move
29.98 L,612 ,1 ,1 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
43 L,1152 ,2 ,2 Bathrooms,Moolacheri,Tata Tata New Value Homes New Haven Ribbon Walk,Ready to move
42 L,1014 ,2 ,2 Bathrooms,Moolacheri,Rajkham Silver Crest,Ready to move
